scenario,message_size,invocation_rate,invocation_index,end_to_end_latency_ms,publisher_processing_latency_ms
Large Message (5 rps),large,5_rps,57,85.56400000000001,
Large Message (5 rps),large,5_rps,58,98.65899999999999,
Large Message (5 rps),large,5_rps,59,121.36800000000001,
Large Message (5 rps),large,5_rps,60,76.506,
Large Message (5 rps),large,5_rps,61,83.718,
Large Message (5 rps),large,5_rps,62,89.99300000000001,
Large Message (5 rps),large,5_rps,63,126.90499999999999,
Large Message (5 rps),large,5_rps,64,88.53,
Large Message (5 rps),large,5_rps,65,84.27900000000001,
Large Message (5 rps),large,5_rps,66,72.353,
Large Message (5 rps),large,5_rps,67,75.072,
Large Message (5 rps),large,5_rps,68,85.348,
Large Message (5 rps),large,5_rps,69,70.862,
Large Message (5 rps),large,5_rps,70,128.943,
Large Message (5 rps),large,5_rps,71,70.423,
Large Message (5 rps),large,5_rps,72,79.821,
Large Message (5 rps),large,5_rps,73,67.053,
Large Message (5 rps),large,5_rps,74,95.00999999999999,
Large Message (5 rps),large,5_rps,75,77.081,
Large Message (5 rps),large,5_rps,76,120.771,
Large Message (5 rps),large,5_rps,77,74.739,
Large Message (5 rps),large,5_rps,78,78.181,
Large Message (5 rps),large,5_rps,79,75.03999999999999,
Large Message (5 rps),large,5_rps,80,82.08699999999999,
Large Message (5 rps),large,5_rps,81,83.148,
Large Message (5 rps),large,5_rps,82,91.74499999999999,
Large Message (5 rps),large,5_rps,83,119.927,
Large Message (5 rps),large,5_rps,84,102.88600000000001,
Large Message (5 rps),large,5_rps,85,58.367000000000004,
Large Message (5 rps),large,5_rps,86,82.562,
Large Message (5 rps),large,5_rps,87,81.712,
Large Message (5 rps),large,5_rps,88,91.282,
Large Message (5 rps),large,5_rps,89,55.334,
Large Message (5 rps),large,5_rps,90,77.038,
Large Message (5 rps),large,5_rps,91,59.966,
Large Message (5 rps),large,5_rps,92,76.227,
Large Message (5 rps),large,5_rps,93,82.563,
Large Message (5 rps),large,5_rps,94,85.042,
Large Message (5 rps),large,5_rps,95,67.46199999999999,
Large Message (5 rps),large,5_rps,96,63.275999999999996,
Large Message (5 rps),large,5_rps,97,66.596,
Large Message (5 rps),large,5_rps,98,150.823,
Large Message (5 rps),large,5_rps,99,130.053,
Large Message (5 rps),large,5_rps,100,113.94600000000001,
Large Message (5 rps),large,5_rps,101,82.451,
Large Message (5 rps),large,5_rps,102,70.91600000000001,
Large Message (5 rps),large,5_rps,103,139.12199999999999,
Large Message (5 rps),large,5_rps,104,108.033,
Large Message (5 rps),large,5_rps,105,82.65,
Large Message (5 rps),large,5_rps,106,90.002,
Large Message (5 rps),large,5_rps,107,118.831,
Large Message (5 rps),large,5_rps,108,87.91799999999999,
Large Message (5 rps),large,5_rps,109,89.64800000000001,
Large Message (5 rps),large,5_rps,110,84.67099999999999,
Large Message (5 rps),large,5_rps,111,101.382,
Large Message (5 rps),large,5_rps,112,87.089,
Large Message (5 rps),large,5_rps,113,77.801,
Large Message (5 rps),large,5_rps,114,87.15,
Large Message (5 rps),large,5_rps,115,78.686,
Large Message (5 rps),large,5_rps,116,82.982,
Large Message (5 rps),large,5_rps,117,74.13799999999999,
Large Message (5 rps),large,5_rps,118,83.09700000000001,
Large Message (5 rps),large,5_rps,119,82.09700000000001,
Large Message (5 rps),large,5_rps,120,91.227,
Large Message (5 rps),large,5_rps,121,86.53800000000001,
Large Message (5 rps),large,5_rps,122,94.617,
Large Message (5 rps),large,5_rps,123,74.671,
Large Message (5 rps),large,5_rps,124,97.616,
Large Message (5 rps),large,5_rps,125,79.608,
Large Message (5 rps),large,5_rps,126,89.276,
Large Message (5 rps),large,5_rps,127,82.643,
Large Message (5 rps),large,5_rps,128,89.83,
Large Message (5 rps),large,5_rps,129,81.35100000000001,
Large Message (5 rps),large,5_rps,130,90.38499999999999,
Large Message (5 rps),large,5_rps,131,106.254,
Large Message (5 rps),large,5_rps,132,85.482,
Large Message (5 rps),large,5_rps,133,84.419,
Large Message (5 rps),large,5_rps,134,87.698,
Large Message (5 rps),large,5_rps,135,84.48899999999999,
Large Message (5 rps),large,5_rps,136,110.061,
Large Message (5 rps),large,5_rps,137,75.402,
Large Message (5 rps),large,5_rps,138,118.905,
Large Message (5 rps),large,5_rps,139,74.641,
Large Message (5 rps),large,5_rps,140,98.27,
Large Message (5 rps),large,5_rps,141,70.22,
Large Message (5 rps),large,5_rps,142,65.22699999999999,
Large Message (5 rps),large,5_rps,143,71.78,
Large Message (5 rps),large,5_rps,144,98.033,
Large Message (5 rps),large,5_rps,145,73.426,
Large Message (5 rps),large,5_rps,146,88.18299999999999,
Large Message (5 rps),large,5_rps,147,107.752,
Large Message (5 rps),large,5_rps,148,88.835,
Large Message (5 rps),large,5_rps,149,94.765,
Large Message (5 rps),large,5_rps,150,77.299,
Large Message (5 rps),large,5_rps,151,63.385,
Large Message (5 rps),large,5_rps,152,80.238,
Large Message (5 rps),large,5_rps,153,62.048,
Large Message (5 rps),large,5_rps,154,78.72,
Large Message (5 rps),large,5_rps,155,67.81700000000001,
Large Message (5 rps),large,5_rps,156,72.568,
Large Message (5 rps),large,5_rps,157,54.296,
Large Message (5 rps),large,5_rps,158,87.249,
Large Message (5 rps),large,5_rps,159,57.992000000000004,
Large Message (5 rps),large,5_rps,160,80.829,
Large Message (5 rps),large,5_rps,161,56.461,
Large Message (5 rps),large,5_rps,162,59.24,
Large Message (5 rps),large,5_rps,163,76.02499999999999,
Large Message (5 rps),large,5_rps,164,72.542,
Large Message (5 rps),large,5_rps,165,69.26400000000001,
Large Message (5 rps),large,5_rps,166,75.622,
Large Message (5 rps),large,5_rps,167,61.061,
Large Message (5 rps),large,5_rps,168,65.042,
Large Message (5 rps),large,5_rps,169,38.339999999999996,
Large Message (5 rps),large,5_rps,170,61.923,
Large Message (5 rps),large,5_rps,171,58.592,
Large Message (5 rps),large,5_rps,172,87.98,
Large Message (5 rps),large,5_rps,173,126.56,
Large Message (5 rps),large,5_rps,174,127.35199999999999,
Large Message (5 rps),large,5_rps,175,64.536,
Large Message (5 rps),large,5_rps,176,62.848,
Large Message (5 rps),large,5_rps,177,43.577999999999996,
Large Message (5 rps),large,5_rps,178,56.196000000000005,
Large Message (5 rps),large,5_rps,179,82.329,
Large Message (5 rps),large,5_rps,180,81.806,
Large Message (5 rps),large,5_rps,181,83.238,
Large Message (5 rps),large,5_rps,182,92.184,
Large Message (5 rps),large,5_rps,183,63.925999999999995,
Large Message (5 rps),large,5_rps,184,72.71900000000001,
Large Message (5 rps),large,5_rps,185,71.949,
Large Message (5 rps),large,5_rps,186,77.517,
Large Message (5 rps),large,5_rps,187,96.691,
Large Message (5 rps),large,5_rps,188,73.737,
Large Message (5 rps),large,5_rps,189,82.69,
Large Message (5 rps),large,5_rps,190,77.814,
Large Message (5 rps),large,5_rps,191,67.87,
Large Message (5 rps),large,5_rps,192,69.473,
Large Message (5 rps),large,5_rps,193,69.695,
Large Message (5 rps),large,5_rps,194,80.00500000000001,
Large Message (5 rps),large,5_rps,195,75.124,
Large Message (5 rps),large,5_rps,196,76.38300000000001,
Large Message (5 rps),large,5_rps,197,72.024,
Large Message (5 rps),large,5_rps,198,77.34299999999999,
Large Message (5 rps),large,5_rps,199,71.12400000000001,
Large Message (5 rps),large,5_rps,200,51.802,
Large Message (5 rps),large,5_rps,201,60.666,
Large Message (5 rps),large,5_rps,202,80.92699999999999,
Large Message (5 rps),large,5_rps,203,93.997,
Large Message (5 rps),large,5_rps,204,77.624,
